Date,Open,High,Low,Close,Adj Close,Volume
2019-12-09,2.190000,2.200000,2.190000,2.200000,2.200000,12000
2019-12-10,2.200000,2.200000,2.200000,2.200000,2.200000,0
2019-12-11,2.200000,2.200000,2.200000,2.200000,2.200000,0
2019-12-12,2.090000,2.310000,2.090000,2.310000,2.310000,16000
2019-12-13,2.310000,2.310000,2.310000,2.310000,2.310000,0
2019-12-16,2.420000,2.420000,2.420000,2.420000,2.420000,4000
2019-12-17,2.320000,2.320000,2.320000,2.320000,2.320000,4000
2019-12-18,2.210000,2.210000,2.210000,2.210000,2.210000,8000
2019-12-19,2.100000,2.100000,2.100000,2.100000,2.100000,8000
2019-12-20,2.190000,2.190000,2.190000,2.190000,2.190000,4000
2019-12-23,2.190000,2.190000,2.190000,2.190000,2.190000,4000
2019-12-24,2.190000,2.190000,2.190000,2.190000,2.190000,0
2019-12-26,2.190000,2.190000,2.190000,2.190000,2.190000,0
2019-12-27,2.180000,2.380000,2.180000,2.380000,2.380000,12000
2019-12-30,2.380000,2.380000,2.380000,2.380000,2.380000,0
2019-12-31,2.380000,2.380000,2.380000,2.380000,2.380000,0
2020-01-01,2.380000,2.380000,2.380000,2.380000,2.380000,0
2020-01-02,2.400000,2.400000,2.400000,2.400000,2.400000,4000
2020-01-03,2.280000,2.280000,2.280000,2.280000,2.280000,4000
2020-01-06,2.380000,2.380000,2.180000,2.180000,2.180000,8000
2020-01-07,2.080000,2.080000,2.080000,2.080000,2.080000,4000
2020-01-08,2.040000,2.170000,2.040000,2.170000,2.170000,8000
2020-01-09,2.270000,2.270000,2.270000,2.270000,2.270000,12000
2020-01-10,2.270000,2.270000,2.270000,2.270000,2.270000,0
2020-01-13,2.270000,2.270000,2.270000,2.270000,2.270000,0
2020-01-14,2.160000,2.160000,2.160000,2.160000,2.160000,12000
2020-01-15,2.260000,2.260000,2.260000,2.260000,2.260000,4000
2020-01-16,2.350000,2.350000,2.350000,2.350000,2.350000,4000
2020-01-17,2.350000,2.350000,2.350000,2.350000,2.350000,0
2020-01-20,2.450000,2.450000,2.450000,2.450000,2.450000,4000
2020-01-21,2.550000,2.550000,2.550000,2.550000,2.550000,4000
2020-01-22,2.430000,2.430000,2.430000,2.430000,2.430000,16000
2020-01-23,2.430000,2.430000,2.430000,2.430000,2.430000,0
2020-01-24,2.620000,2.620000,2.620000,2.620000,2.620000,4000
2020-01-27,2.620000,2.620000,2.620000,2.620000,2.620000,0
2020-01-28,2.720000,2.720000,2.720000,2.720000,2.720000,4000
2020-01-29,2.590000,2.830000,2.590000,2.710000,2.710000,12000
2020-01-30,2.830000,2.830000,2.590000,2.590000,2.590000,8000
2020-01-31,2.590000,2.590000,2.590000,2.590000,2.590000,0
2020-02-03,2.690000,2.690000,2.690000,2.690000,2.690000,4000
2020-02-04,2.800000,2.800000,2.560000,2.700000,2.700000,12000
2020-02-05,2.570000,2.570000,2.570000,2.570000,2.570000,4000
2020-02-06,2.450000,2.680000,2.450000,2.680000,2.680000,12000
2020-02-07,2.550000,2.550000,2.550000,2.550000,2.550000,4000
2020-02-10,2.550000,2.550000,2.550000,2.550000,2.550000,0
2020-02-11,2.450000,2.450000,2.430000,2.430000,2.430000,48000
2020-02-12,2.430000,2.430000,2.430000,2.430000,2.430000,0
2020-02-13,2.430000,2.430000,2.430000,2.430000,2.430000,0
2020-02-14,2.430000,2.430000,2.430000,2.430000,2.430000,0
