Date,Open,High,Low,Close,Adj Close,Volume
2020-02-17,2.430000,2.430000,2.430000,2.430000,2.430000,0
2020-02-18,2.310000,2.310000,2.310000,2.310000,2.310000,4000
2020-02-19,2.400000,2.400000,2.200000,2.200000,2.200000,12000
2020-02-20,2.150000,2.150000,2.150000,2.150000,2.150000,4000
2020-02-24,2.150000,2.150000,2.150000,2.150000,2.150000,0
2020-02-25,2.050000,2.050000,2.050000,2.050000,2.050000,16000
2020-02-26,2.140000,2.150000,2.140000,2.150000,2.150000,8000
2020-02-27,2.050000,2.050000,2.050000,2.050000,2.050000,8000
2020-02-28,2.050000,2.050000,2.050000,2.050000,2.050000,0
2020-03-02,2.050000,2.050000,2.050000,2.050000,2.050000,0
2020-03-03,2.050000,2.050000,2.050000,2.050000,2.050000,0
2020-03-04,1.870000,1.870000,1.860000,1.860000,1.860000,12000
2020-03-05,1.940000,1.950000,1.940000,1.950000,1.950000,8000
2020-03-06,1.860000,1.860000,1.860000,1.860000,1.860000,8000
2020-03-09,1.860000,1.860000,1.860000,1.860000,1.860000,0
2020-03-11,1.770000,1.770000,1.770000,1.770000,1.770000,8000
2020-03-12,1.770000,1.770000,1.690000,1.690000,1.690000,28000
2020-03-13,1.610000,1.610000,1.610000,1.610000,1.610000,12000
2020-03-16,1.530000,1.530000,1.530000,1.530000,1.530000,4000
2020-03-17,1.460000,1.460000,1.460000,1.460000,1.460000,12000
2020-03-18,1.460000,1.460000,1.460000,1.460000,1.460000,0
2020-03-19,1.390000,1.520000,1.390000,1.520000,1.520000,16000
2020-03-20,1.450000,1.450000,1.450000,1.450000,1.450000,4000
2020-03-23,1.450000,1.450000,1.450000,1.450000,1.450000,0
2020-03-24,1.450000,1.450000,1.450000,1.450000,1.450000,0
2020-03-25,1.450000,1.450000,1.450000,1.450000,1.450000,0
2020-03-26,1.450000,1.450000,1.450000,1.450000,1.450000,0
2020-03-27,1.450000,1.450000,1.450000,1.450000,1.450000,0
2020-03-30,1.450000,1.450000,1.450000,1.450000,1.450000,4000
2020-03-31,1.450000,1.450000,1.450000,1.450000,1.450000,0
2020-04-01,1.450000,1.450000,1.450000,1.450000,1.450000,0
2020-04-03,1.450000,1.450000,1.450000,1.450000,1.450000,0
2020-04-07,1.400000,1.400000,1.400000,1.400000,1.400000,4000
2020-04-08,1.460000,1.460000,1.460000,1.460000,1.460000,4000
2020-04-09,1.450000,1.530000,1.450000,1.530000,1.530000,8000
2020-04-13,1.600000,1.600000,1.600000,1.600000,1.600000,4000
2020-04-15,1.660000,1.660000,1.660000,1.660000,1.660000,4000
2020-04-16,1.720000,1.720000,1.720000,1.720000,1.720000,4000
2020-04-17,1.640000,1.780000,1.640000,1.780000,1.780000,8000
2020-04-20,1.840000,1.840000,1.840000,1.840000,1.840000,4000
2020-04-21,1.750000,1.750000,1.750000,1.750000,1.750000,4000
2020-04-22,1.750000,1.750000,1.750000,1.750000,1.750000,0
2020-04-23,1.750000,1.750000,1.750000,1.750000,1.750000,0
2020-04-24,1.750000,1.750000,1.750000,1.750000,1.750000,0
2020-04-27,1.750000,1.750000,1.750000,1.750000,1.750000,0
2020-04-28,1.750000,1.750000,1.750000,1.750000,1.750000,4000
2020-04-29,1.750000,1.750000,1.750000,1.750000,1.750000,0
2020-04-30,1.750000,1.750000,1.750000,1.750000,1.750000,4000
2020-05-04,1.750000,1.750000,1.750000,1.750000,1.750000,0
2020-05-05,1.750000,1.750000,1.750000,1.750000,1.750000,4000
2020-05-06,1.700000,1.700000,1.700000,1.700000,1.700000,4000
2020-05-07,1.700000,1.700000,1.700000,1.700000,1.700000,0
2020-05-08,1.700000,1.700000,1.700000,1.700000,1.700000,0
2020-05-11,1.700000,1.700000,1.700000,1.700000,1.700000,0
2020-05-12,1.700000,1.700000,1.700000,1.700000,1.700000,0
2020-05-13,1.700000,1.700000,1.700000,1.700000,1.700000,0
2020-05-14,1.700000,1.700000,1.700000,1.700000,1.700000,0
2020-05-15,1.700000,1.700000,1.700000,1.700000,1.700000,0
2020-05-18,1.700000,1.700000,1.700000,1.700000,1.700000,0
2020-05-19,1.700000,1.700000,1.700000,1.700000,1.700000,0
2020-05-20,1.700000,1.700000,1.700000,1.700000,1.700000,0
2020-05-21,1.700000,1.700000,1.700000,1.700000,1.700000,0
2020-05-22,1.700000,1.700000,1.700000,1.700000,1.700000,0
2020-05-26,1.700000,1.700000,1.700000,1.700000,1.700000,0
2020-05-27,1.700000,1.700000,1.700000,1.700000,1.700000,0
2020-05-28,1.700000,1.700000,1.700000,1.700000,1.700000,0
2020-05-29,1.700000,1.700000,1.700000,1.700000,1.700000,0
2020-06-01,1.620000,1.780000,1.620000,1.780000,1.780000,48000
2020-06-02,1.700000,1.860000,1.700000,1.860000,1.860000,36000
2020-06-03,1.800000,1.930000,1.770000,1.930000,1.930000,24000
2020-06-04,1.900000,1.900000,1.900000,1.900000,1.900000,4000
2020-06-05,1.810000,1.810000,1.810000,1.810000,1.810000,4000
2020-06-08,1.720000,1.720000,1.720000,1.720000,1.720000,16000
2020-06-09,1.720000,1.720000,1.720000,1.720000,1.720000,0
2020-06-10,1.560000,1.560000,1.560000,1.560000,1.560000,44000
2020-06-11,1.560000,1.560000,1.560000,1.560000,1.560000,0
2020-06-12,1.490000,1.490000,1.490000,1.490000,1.490000,8000
2020-06-15,1.420000,1.420000,1.420000,1.420000,1.420000,4000
2020-06-16,1.480000,1.490000,1.480000,1.490000,1.490000,16000
2020-06-17,1.560000,1.560000,1.560000,1.560000,1.560000,4000
2020-06-18,1.560000,1.560000,1.560000,1.560000,1.560000,0
2020-06-19,1.560000,1.560000,1.560000,1.560000,1.560000,4000
2020-06-22,1.630000,1.630000,1.630000,1.630000,1.630000,12000
2020-06-23,1.630000,1.630000,1.630000,1.630000,1.630000,0
2020-06-24,1.560000,1.700000,1.550000,1.700000,1.700000,20000
2020-06-25,1.770000,1.770000,1.700000,1.700000,1.700000,8000
2020-06-26,1.760000,1.780000,1.760000,1.780000,1.780000,16000
